psmiles,value
*Oc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)Nc1ccc(cc1)OCCOCCOCCOCC*,370
*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1cc(ccc1)NC(=O)c1ccc(cc1)*)C#N,435
*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N,438
*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N,409
*Oc1c(c(ccc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)*)C#N,416
*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)c1sc(cc1)c1sc(c(c1CCCCCC)CCCCCC)C=C*,307
*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)c1sc(cc1)c1sc(cc1)c1sc(cc1)c1sc(c(c1CCCCCC)CCCCCC)C=C*,369
*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C,302
*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C,321
*Oc1ccc(cc1)c1ccc(cc1)OCCCCCCOC(=O)Nc1c(ccc(c1)NC(=O)OCCCCCCOC(=O)Nc1cc(c(cc1)C)NC(=O)OCCCCCC*)C,335
*O[Si](Oc1ccc(cc1)c1ccc(cc1)*)(c1ccccc1)c1ccccc1,518.3333333
*c1cc2n(c3c(c2cc1)ccc(c3)c1sc(c(c1CCCCCC)CCCCCC)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)*)CCCCCCCC,300
*N(c1ccc(cc1)C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1ccc(cc1)*)C#N)C#N)c1ccc(cc1)C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1ccc(cc1)*)C#N)C#N,377
*c1ccc2-c3c(C(c2c1)(CC)CC)cc(cc3C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=C*)C#N)C#N)C=C(c1ccc(cc1)c1sc(cc1)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=C*)C#N)C#N,338
*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1ccc(cc1)N(c1ccc(cc1)C=C(c1ccc(cc1)c1sc(cc1)C=C*)C#N)c1ccccc1)C#N,343
*C1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(cc1)c1ccc(cc1)C(=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=C(c1ccc(cc1)c1sc(cc1)C=C*)C#N)(CC)CC)C#N,341
*Oc1cc(ccc1)Oc1c(c(ccc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O[Na],398
*Oc1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O[Na],404
*Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na],415
*Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na],424
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O[Na])S(=O)(=O)O[Na],442
*Oc1cc(ccc1)Oc1c(c(ccc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O,292
*Oc1ccc(cc1)Oc1c(c(ccc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)*)C(=O)c1c(cccc1)S(=O)(=O)O,171
*Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O)S(=O)(=O)O,305
*Oc1cc(ccc1)Oc1ccc(cc1)Oc1c(cc(cc1)S(=O)(=O)c1cc(c(cc1)Oc1ccc(cc1)Oc1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)*)S(=O)(=O)O)S(=O)(=O)O,292
*Oc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)Oc1c(cc(cc1)C(=O)c1cc(c(cc1)*)S(=O)(=O)O)S(=O)(=O)O,296
*OP(=O)(OCCOc1ccc(cc1)C=Cc1ccc(cc1)OCC*)Oc1ccccc1,307
*OP(=O)(OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCC*)Oc1ccccc1,285
*OP(=O)(OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*)Oc1ccccc1,272
*OP(=O)(OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCC*)Oc1ccccc1,267
*OP(=O)(OCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCCCC*)Oc1ccccc1,253
*OP(=O)(OCCOc1ccc(cc1)C=Cc1ccc(cc1)OCC*)Oc1c2c(ccc1)cccc2,321
*OP(=O)(OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCC*)Oc1c2c(ccc1)cccc2,300
*OP(=O)(OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*)Oc1c2c(ccc1)cccc2,284
*OP(=O)(OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCC*)Oc1c2c(ccc1)cccc2,272
*OP(=O)(OCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCCCC*)Oc1c2c(ccc1)cccc2,263
*OP(=O)(OCCOc1ccc(cc1)C=Cc1ccc(cc1)OCC*)Oc1ccc(cc1)c1ccccc1,347
*OP(=O)(OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCC*)Oc1ccc(cc1)c1ccccc1,330
*OP(=O)(OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCC*)Oc1ccc(cc1)c1ccccc1,312
*OP(=O)(OCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCC*)Oc1ccc(cc1)c1ccccc1,292
*OP(=O)(OCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)OCCCCCCCCCC*)Oc1ccc(cc1)c1ccccc1,271
*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)CCOCCOCC*)c1ccccc1)c1ccccc1,281.5
*[NH+]1C(C=C(C=C1c1ccccc1)c1ccc(cc1)C1=CC([NH+](C(=C1)c1ccccc1)CCCCOCCCCOCCCC*)c1ccccc1)c1ccccc1,267
*C1(COCC(C1)(C*)C(=O)OC12CC3CC(CC(C1)C3)C2)C(=O)OC12CC3CC(CC(C1)C3)C2,375
*c1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1nc(nc(n1)O*)O*,255
*c1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)Oc1nc(nc(n1)O*)O*,448
*c1ccc(cc1)C(=O)c1ccc(cc1)Oc1nc(nc(n1)O*)O*,387
*c1ccc(cc1)C(c1ccc(cc1)Oc1nc(nc(n1)O*)O*)(C(F)(F)F)c1ccccc1,443
*c1ccc(cc1)P(=O)(c1ccc(cc1)Oc1nc(nc(n1)O*)O*)c1ccccc1,371
*c1ccc(cc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1ccc(cc1)Oc1nc(nc(n1)O*)O*)c1ccccc1,444
*c1cc(ccc1)Oc1ccc(cc1)P(=O)(c1ccc(cc1)Oc1cc(ccc1)Oc1nc(nc(n1)O*)O*)c1ccccc1,425
*OCCOCCOCCOCCOCCCCCCC=CCCCCCC*,242
*OCCOCCOCCOCCOCCCCCCCCCC=CCCCCCCCCC*,215
*OC(C*)CN(N=Cc1c2c(cs1)OCCO2)c1ccccc1,245
*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)c1c2c(c(s1)c1c3c(c(s1)c1sc(cc1CCCCCC)*)OCCO3)OCCO2,369.8
*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)c1c2c(c(s1)c1sc(cc1CCCCCC)*)OCCO2,390.5
*c1c2c(nsn2)c(cc1)c1sc(cc1CCCCCC)c1c2c(c(s1)c1c3c(c(s1)c1sc(c(c1)CCCCCC)*)OCCO3)OCCO2,380.1
*c1c2c(nsn2)c(cc1)c1sc(cc1CCCCCC)c1c2c(c(s1)c1sc(c(c1)CCCCCC)*)OCCO2,383.2
*c1ccc(cc1)Oc1cc2c(nc(c(n2)c2ccc(cc2)O*)c2ccc(cc2)O*)cc1,575
*c1cc2c(nc(c(n2)c2ccc(cc2)O*)c2ccc(cc2)O*)cc1,517
*C(=O)c1cc2c(nc(c(n2)c2ccc(cc2)Oc2ccc(cc2)*)c2ccc(cc2)Oc2ccc(cc2)*)cc1,525.5
*C(=O)c1ccc(cc1C(=O)O)Oc1cc(c(cc1)C(=O)Nc1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)N*)Oc1ccc(cc1)N*)C(=O)O,483
*n1c(nc2c1cccc2)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)cccc2,542
*n1c(nc2c1ccc(c2)C)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)ccc(c2)C,464
*n1c(nc2c1cccc2)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)C(=O)c1ccc(cc1)*)cccc2,485
*n1c(nc2c1ccc(c2)C)c1ccc(cc1)Oc1ccc(cc1)c1nc2c(n1c1ccc(cc1)C(=O)c1ccc(cc1)*)ccc(c2)C,464
*Oc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*,450
*Oc1ccc(cc1)Oc1ccc(cc1)Nc1ccc(cc1)C(=O)c1ccc(cc1)C(=O)c1ccc(cc1)Nc1ccc(cc1)*,500
*Oc1c(cc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*)c1cc(ccc1)O,254
*c1sc(cc1)*,482
*c1sc2c(n1)ccc(c2)c1ccc2c(sc(n2)c2ccc(cc2)*)c1,500
*c1sc2c(n1)ccc(c2)c1ccc2c(sc(n2)c2c3cc4c(cc3ccc2)c(ccc4)*)c1,460
*C1SC(C=C1CCCCCC)*,300
*c1sc(cc1CCCCCC)*,433.6666667
*c1sc(cc1CCCCCC)C#C*,221
*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCC)*)OCCCC,333
*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCC)*)OCCCCCC,322
*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCCCC)*)OCCCCCCCC,324
*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCCCCCC)*)OCCCCCCCCCC,318
*c1sc2cc3c(cc2n1)sc(n3)c1c(cc(c(c1)OCCCCCCCCCCCC)*)OCCCCCCCCCCCC,306
*c1sc2cc3c(cc2n1)sc(n3)c1cc(cc(c1)OCCCCCCCCCCCC)*,320
*c1sc2cc3c(cc2n1)sc(n3)c1cc(cc(c1)OCCCCCCCCCC)*,323
*c1c2c(c(=O)n(n1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)n1nc(c3c(c1=O)cccc3)c1ccc(cc1)Sc1ccc(cc1)*)cccc2,471
*n1nc(c2c(c1=O)cccc2)c1ccc(cc1)Sc1ccc(cc1)c1c2c(c(=O)n(n1)c1ccc(cc1)C(=O)c1ccc(cc1)*)cccc2,461
*c1c2sc(nc2c(c2sc(nc12)CCCCCC)c1sc(cc1)*)CCCCCC,423
*c1c2c(nsn2)c(cc1)/C=C/c1c(cc(c(c1)OCCCCCCCC)/C=C/*)OCCCCCCCC,347
*c1ncc(cc1)c1sc(cc1)c1cc2C(c3c(-c2cc1)ccc(c3)c1sc(cc1)*)(CCCCCCCC)CCCCCCCC,411
*c1sc(cc1)c1ccc(cc1)N(c1ccc(cc1)*)c1ccc(cc1)CCCC,466
*c1sc(cc1c1ccc(cc1)OC)*,330
*c1sc(cc1c1ccc(cc1)OCCCC)*,315
*c1sc(cc1c1ccc(cc1)OCCCCCC)*,305
*c1sc(cc1c1ccc(cc1)OCCCCCCCC)*,300
*c1sc(cc1CCCCCCCCCCCC)c1sc(c(c1)CCCCCCCCCCCC)c1cc2cc3c(cc2cc1)cc(cc3)*,425
*SSCc1c(cccc1)C*,190
*SSCCCC*,140
*c1n(c(cc1)c1sc(cc1)*)C#Cc1ccc(cc1)CCCCCC,399
*c1cc2n(c3c(c2cc1)ccc(c3)c1sc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)*)C(CCCCCCCC)CCCCCCCC,432
*c1cc2C(c3c(-c2s1)sc(c3)c1ccc(cc1)C(=Cc1cc2C(c3c(-c2s1)sc(c3)C=C(c1ccc(cc1)*)C#N)(CC(CCCC)CC)CC(CCCC)CC)C#N)(CC(CCCC)CC)CC(CCCC)CC,388
*c1cc2C(=O)c3c(-c2s1)sc(c3)c1cc2C(c3c(-c2s1)sc(c3)*)(CC(CCCC)CC)CC(CCCC)CC,311
*c1cc2Sc3c(Sc2cc1)cc(cc3)Sc1ccc(cc1)Sc1ccc(cc1)S*,476.5
*c1cc2Sc3c(Sc2cc1)cc(cc3)S*,484
*c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)CCCCCCCC,463.5
*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1c2c(nc(c(n2)CC)CC)c(cc1)C=C*)CCCCCCCC,459.1
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)*)CCCCCC,353
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)*)CCCCCCCCCC,378
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)*)CCCCCCCCCCCC,389
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc2c(c1CCCCC)sc(c2)*)CCCCCC,390
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc2c(c1CCCCC)sc(c2)*)CCCCCCCCCC,386
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc2c(c1CCCCC)sc(c2)*)CCCCCCCCCCCC,342
*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1c2c(nsn2)c(cc1)C=C*)CCCCCCCC,385
*c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCCCCBr)c1sc(c(c1)CCCCCCCCCCBr)*,340
*c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCCCC[N+](C)(C)C)c1sc(c(c1)CCCCCCCCCC[N+](C)(C)C)*,250
*c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)c1ccc(cc1)OCCCCCCCCCCCC,399
*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1ccc(cc1)C=C*)c1ccc(cc1)OCCCCCCCCCCCC,422
*c1ccc2N(c3c(Sc2c1)cc(cc3)C=Cc1sc(cc1)C=C*)c1ccc(cc1)OCCCCCCCCCCCC,423
*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)C=Cc1cc2C(c3c(-c2cc1)ccc(c3)C=Cc1sc(cc1CCCCCC)*)(CCCCCCCC)CCCCCCCC,279
*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)C=Cc1c(cc(c(c1)OC)C=Cc1sc(cc1CCCCCC)*)OCC(CCCC)CC,283
*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)C=Cc1sc(c(c1CCCCCC)CCCCCC)C=Cc1sc(cc1CCCCCC)*,298
*c1c2c(nsn2)c(cc1)c1cc2c(C(=C3c4c(N(C3=O)CC(CCCCCCCC)CCCCCC)cc(cc4)*)C(=O)N2CC(CCCCCCCC)CCCCCC)cc1,380
*c1c(nc(s1)c1nc(c(s1)C#Cc1ccc(cc1)N(c1ccc(cc1)C#C*)c1ccccc1)CCCCCC)CCCCCC,299
*c1ccc2n(c3c(c2c1)cc(cc3)c1sc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)*)C(CCCCCCCC)CCCCCCCC,455
*c1cc2n(c3c(c2cc1)ccc(c3)c1sc(cc1CCCCCC)c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)*)C(CCCCCCCC)CCCCCCCC,416
*c1ccc2n(c3c(c2c1)cc(cc3)c1sc(cc1CCCCCC)c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)*)C(CCCCCCCC)CCCCCCCC,462
*c1sc(cc1C#Cc1ccc(cc1)N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c1sc(cc1)c1sc(cc1)*,252
*c1sc(cc1C(=C(C#N)C#N)C(=C(C#N)C#N)c1ccc(cc1)N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c1sc(cc1)c1sc(cc1)*,262
*c1sc(cc1C(=C(C#N)C#N)C(=c1ccc(=C(C#N)C#N)cc1)c1ccc(cc1)N(CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC)c1sc(cc1)c1sc(cc1)*,236
*c1sc(cc1CCCCCC)c1sc(cc1CCCCCC)c1c2ccc3ccc(c4ccc(cc1)c2c34)*,371
*c1sc(cc1)c1sc(cc1)c1sc(cc1)C(=O)CCC(=O)*,362
*c1c2c(nsn2)c(cc1)c1sc2c(sc(c2CCCCCCCCCCC)c2cc3C(c4c(-c3cc2)ccc(c4)c2sc3c(c2CCCCCCCCCCC)sc(c3)*)(CCCCCCCC)CCCCCCCC)c1,417
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1CCCCCC)c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCC)c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)c1ccc(cc1)OC)c1ccc(cc1)OC,420.3
*c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1c2c(nsn2)c(cc1)c1sc(cc1)c1ccc2N(c3c(Sc2c1)cc(cc3)C=C*)c1ccc(cc1)OCCCCCCCCCCCC)c1ccc(cc1)OCCCCCCCCCCCC,423.6
*SC(C*)CN(N=Cc1c2c(cs1)OCCO2)c1ccccc1,220
*c1c2c(c(s1)c1sc(cc1CCCCCC)c1c3c(nsn3)c(cc1)c1sc(c(c1)CCCCCC)*)nc(c(n2)C)C,390
*c1c2c(c(s1)c1sc(cc1CCCCCC)c1c3c(nsn3)c(cc1)c1sc(c(c1)CCCCCC)*)nccn2,354.6
*c1c2c(c(s1)c1sc(c(c1)CCCCCC)c1c3c(nsn3)c(cc1)c1sc(cc1CCCCCC)*)nc(c(n2)C)C,380
*c1c2c(c(s1)c1sc(c(c1)CCCCCC)c1c3c(nsn3)c(cc1)c1sc(cc1CCCCCC)*)nccn2,351.4
*c1sc2c(c1)sc(c2)c1sc(cc1CCCCCCCCCCCCCC)C#Cc1cc2C(c3c(-c2cc1)ccc(c3)C#Cc1sc(c(c1)CCCCCCCCCCCCCC)*)(CC(CCCC)CC)CC(CCCC)CC,364
*c1c2c(nsn2)c(cc1)c1sc(c(c1)CCCCCCCCCCCCCC)C#Cc1cc2C(c3c(-c2cc1)ccc(c3)C#Cc1sc(cc1CCCCCCCCCCCCCC)*)(CC(CCCC)CC)CC(CCCC)CC,336
*Sc1ccc(cc1)*,484
*Sc1cc(ccc1)Sc1ccc(cc1)Sc1ccc(cc1)*,495
*Oc1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*,446
*Oc1c(cc(cc1)C=Nc1c2c(ccc1)c(ccc2)N=Cc1cc(c(cc1)OC(=O)CCCCC(=O)*)OC)OC,200
*Oc1c(cc(cc1)C=Nc1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)*)OC)OC,230
*Oc1c(cc(cc1)C=Nc1ccc(cc1)c1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)*)OC)OC,230
*Oc1c(cc(cc1)C=Nc1ccc(cc1)c1ccc(cc1)N=Cc1cc(c(cc1)OC(=O)c1cc(ccc1)C(=O)*)OC)OC,200
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(c(c(c(c1Cl)Cl)C(=O)*)Cl)Cl)(C)C,426
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1c(c(c(c(c1F)F)C(=O)*)F)F)(C)C,264
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Sc1cc2c(cc1)cccc2,441
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Sc1cc2c(cc1)cccc2,441
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*,530
*Oc1ccc(cc1)c1ccc(cc1)C(=O)*,519
*Oc1cc2c(cc1)cc(cc2)C(=O)*,500
*c1ccc2c(c1)c(=O)oc(n2)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)c1oc(=O)c2c(ccc(c2)C*)n1,420
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccccc1,388
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)Cl,420
*SC(=O)CCC(=O)SCc1c(c(c(c(c1C)C)C*)C)C,250
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)Br,425
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)F,400
*Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)*)Oc1ccc(cc1)C1CCCCC1,421
*OC(=O)c1c2c(CC2)c(cc1)C(=O)OCC*,395
*Oc1c(cc(cc1)c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)c1ccc(cc1)C(=O)*)c1ccccc1)c1ccccc1,506
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F)(C)C,339
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,353
*Oc1ccc(cc1)C(=O)NNC(=O)c1c(cc(cc1)C(=O)NNC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)Oc1ccccc1,314
*OC(=O)CCCCCCCCC(=O)OCC#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)C=C(C#Cc1ccccc1)C#Cc1ccccc1)C#CC*,340
*OC(=O)CCCCCCCCC(=O)OCC#CC(=Cc1ccc(cc1)C#Cc1ccccc1)C#CC*,240
*OC(=O)CCCCCCCCC(=O)OCC#CC(=Cc1ccc(cc1)C#Cc1ccc(cc1)[N+](=O)[O-])C#CC*,250
*OC(=O)c1ccc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)C=C(C#N)C#N,369
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)c1oc2c(n1)ccc(c2)[N+](=O)[O-])OCCC,344
*OC(=O)c1ccc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)c1oc2c(n1)ccc(c2)[N+](=O)[O-],316
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)C=C(C#N)C#N)OCCC,369
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1oc2c(n1)cccc2)OCCC,338
*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*,250
*OC(=O)c1cc(ccc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*,295
*OC(=O)c1cc(ccc1)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*,248
*OC(=O)c1cc(ccc1)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*,341
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*,320
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*,290
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*,245
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCC(=O)NCCCCCCNC(=O)CCC*,315
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*,310
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*,319
*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCC*,330
*OC(=O)c1ccc(cc1)C(=O)OCCCC(=O)Nc1ccc(cc1)NC(=O)CCC*,325
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c([nH]1)ccc(c2)[N+](=O)[O-])OCCC,285
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1[nH]c(c(n1)C#N)C#N)OCCC,305
*OC(=O)c1c(cc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1[nH]c(c(n1)C#N)C#N)OCCCCC,291
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O)*)c1cc(ccc1)C(F)(F)F,436.3
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O)*)C(F)(F)F,436.3
*OC(=O)c1ccc(cc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-],311
*OC(=O)c1cc(ccc1)C(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)c1nc2c(n1CC)cc(cc2)[N+](=O)[O-],313
